Address;Price;Rooms;SquareMeters;Date;Etage;Wohnfläche;Baujahr;Raumhöhe;Anzahl Wohnungen;Letztes Renovationsjahr;Nutzfläche;Grundstückfläche;Kubatur;Anzahl Toiletten;Hallenhöhe;Mindestnutzfläche;Gasanschluss;Waschmaschine;Kabel-TV;Haustiere erlaubt;Gedeckt;Mit Gartenhaus;Parkplatz;Minergie Bauweise;Tumbler;Keller;Estrich;Rollstuhlgängig;Balkon / Terrasse;Spielplatz;Altbau;Stromanschluss;Neubau;Cheminée;Minergie zertifiziert;Rauchen erlaubt;Lift;Steamer;Garage;Ruhige Lage;Hochparterre;Aussicht;Reduit;No features found;Abwasseranschluss;Swimmingpool;Eckhaus;Kinderfreundlich;Wasseranschluss;Geschirrspüler;In Wohngemeinschaft;Objekttyp_Attikawohnung;Objekttyp_Bauernhaus;Objekttyp_Dachwohnung;Objekttyp_Doppeleinfamilienhaus;Objekttyp_Einfamilienhaus;Objekttyp_Einzelzimmer;Objekttyp_Hobbyraum;Objekttyp_Kellerabteil;Objekttyp_Loft;Objekttyp_Maisonette / Duplex;Objekttyp_Mehrfamilienhaus;Objekttyp_Reihenfamilienhaus;Objekttyp_Schloss;Objekttyp_Studio;Objekttyp_Terrassenhaus;Objekttyp_Terrassenwohnung;Objekttyp_Villa;Objekttyp_Wohnung;Coordinates;Latitude;Longitude
8048 Zurich;3025.0;3.5;94.0;2024-04-02;4.0;94.0;2008.0;;0;;;;;1;;;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.38456344604492, 8.485977172851562);47.38456344604492;8.485977172851562
Ankerstrasse 114, 8004 Zürich;5500.0;3.5;96.0;2024-04-02;1.0;96.0;2022.0;3.4;0;2022.0;96.0;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37624740600586, 8.528149604797363);47.37624740600586;8.528149604797363
Sunnebach 3, 8634 Hombrechtikon;2580.0;3.5;100.0;2024-04-02;1.0;100.0;2019.0;;0;;;;;0;;;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.24659729003906, 8.772220611572266);47.24659729003906;8.772220611572266
Espistrasse 5 (Haus C), 8492 Wila;903.0;2.5;52.0;2024-04-02;2.0;52.0;1972.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(None, None);;
Sonnentalstrasse 13, 8600 Dübendorf;7500.0;5.5;166.0;2024-04-02;33.0;166.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39689254760742, 8.602004051208496);47.39689254760742;8.602004051208496
Sonnentalstrasse 13, 8600 Dübendorf;7500.0;5.5;166.0;2024-04-02;33.0;166.0;2024.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39689254760742, 8.602004051208496);47.39689254760742;8.602004051208496
Bahnhofstrasse 3, 8953 Dietikon;1715.0;3.0;;2024-04-02;1.0;;;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.40403747558594, 8.40501880645752);47.40403747558594;8.40501880645752
Brauerstrasse 27, 8004 Zürich;1650.0;1.0;35.0;2024-04-02;3.0;35.0;1976.0;;0;2013.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37741470336914, 8.527472496032715);47.37741470336914;8.527472496032715
Hofackerstrasse 40, 8032 Zürich;3150.0;3.0;78.0;2024-04-02;2.0;78.0;1965.0;;0;;;;;1;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36137390136719, 8.564908981323242);47.36137390136719;8.564908981323242
Balberstrasse 68, 8038 Zürich;1910.0;3.5;67.0;2024-04-02;0.0;67.0;1954.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.33802795410156, 8.526716232299805);47.33802795410156;8.526716232299805
Brauerstrasse 27, 8004 Zürich;1850.0;1.5;47.0;2024-04-02;3.0;47.0;1976.0;;0;2013.0;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37741470336914, 8.527472496032715);47.37741470336914;8.527472496032715
Hagenacherstrasse 11, 8307 Effretikon;3240.0;4.5;108.0;2024-04-02;2.0;108.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.42554473876953, 8.684966087341309);47.42554473876953;8.684966087341309
Glärnischstrasse 37, 8810 Horgen;2730.0;2.5;86.0;2024-04-02;0.0;86.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.256038665771484, 8.606203079223633);47.256038665771484;8.606203079223633
Hornhaldenstrasse 10, 8802 Kilchberg ZH;5500.0;4.5;133.0;2024-04-02;0.0;133.0;2002.0;2.3;0;2024.0;;;;0;;;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.3326416015625, 8.543179512023926);47.3326416015625;8.543179512023926
Chillerweg 6, 8703 Erlenbach ZH;8550.0;6.0;175.0;2024-04-02;0.0;175.0;1995.0;;0;2024.0;200.0;456.0;;0;;;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.3044319152832, 8.594876289367676);47.3044319152832;8.594876289367676
Pfannenstielstrasse 9, 8706 Meilen;1960.0;2.0;45.0;2024-04-02;2.0;45.0;2004.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.26942825317383, 8.647627830505371);47.26942825317383;8.647627830505371
Englischviertelstrasse 71, 8032 Zürich;1950.0;1.0;40.0;2024-04-02;2.0;40.0;;;0;;;;;1;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.365352630615234, 8.559305191040039);47.365352630615234;8.559305191040039
Langackerstrasse 2, 8952 Schlieren;1716.0;2.0;50.0;2024-04-02;1.0;50.0;1975.0;;0;;;;;1;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39522171020508, 8.433932304382324);47.39522171020508;8.433932304382324
Stampfenbrunnenstr. 42, 8048 Zürich;2000.0;4.0;76.0;2024-04-02;1.0;76.0;;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.385467529296875, 8.47766399383545);47.385467529296875;8.47766399383545
Werner-Weber-Strasse 11, 8630 Rüti ZH;3010.0;;199.0;2024-04-02;0.0;199.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;(47.260215759277344, 8.849991798400879);47.260215759277344;8.849991798400879
Vogelsangstrasse 33, 8006 Zürich;2410.0;2.5;43.0;2024-04-02;0.0;43.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.38349914550781, 8.548906326293945);47.38349914550781;8.548906326293945
Mutschellenstrasse 65, 8038 Zürich;2870.0;2.5;63.0;2024-04-02;3.0;63.0;2022.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.350868225097656, 8.527925491333008);47.350868225097656;8.527925491333008
Hauptstrasse 19, 8632 Tann;1100.0;2.0;37.0;2024-04-02;2.0;37.0;1953.0;;0;;37.0;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.26218032836914, 8.851122856140137);47.26218032836914;8.851122856140137
Zürichbergstrasse 134, 8044 Zürich;1620.0;1.0;30.0;2024-04-02;0.0;30.0;1953.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.379974365234375, 8.566015243530273);47.379974365234375;8.566015243530273
Lindenstrasse 3, 8162 Sünikon;1790.0;3.5;102.0;2024-04-02;1.0;102.0;1801.0;;0;;;;;1;;;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.49117660522461, 8.436128616333008);47.49117660522461;8.436128616333008
Bahnhofstrasse 10, 8154 Oberglatt ZH;1690.0;4.5;;2024-04-02;;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.47622299194336, 8.517894744873047);47.47622299194336;8.517894744873047
Seestrasse 27, 8002 Zürich;6575.0;3.5;126.0;2024-04-02;9.0;126.0;2015.0;;0;;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36330032348633, 8.53154182434082);47.36330032348633;8.53154182434082
Katzenrütistrasse 17, 8153 Rümlang;1740.0;2.5;52.0;2024-04-02;;52.0;;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.449378967285156, 8.528059959411621);47.449378967285156;8.528059959411621
Seebnerstrasse 7, 8185 Winkel;2614.0;4.5;90.0;2024-04-02;2.0;90.0;2017.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.491825103759766, 8.549078941345215);47.491825103759766;8.549078941345215
Schaffhauserstrasse 210, 8057 Zürich;3090.0;3.5;78.0;2024-04-02;2.0;78.0;2016.0;;0;;;;;0;;;False;True;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.401153564453125, 8.545247077941895);47.401153564453125;8.545247077941895
Zürcherstrasse 104, 8406 Winterthur;1020.0;1.0;;2024-04-02;9.0;;;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.49174118041992, 8.706351280212402);47.49174118041992;8.706351280212402
Rotachstrasse 4, 8003 Zürich;1950.0;4.5;89.0;2024-04-02;3.0;89.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.36957550048828, 8.51710319519043);47.36957550048828;8.51710319519043
Konradstrasse 71, 8005 Zürich;1950.0;1.5;26.0;2024-04-02;1.0;26.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.381900787353516, 8.53339672088623);47.381900787353516;8.53339672088623
Reckholderenstrasse 206, 8154 Oberglatt ZH;1835.0;2.5;55.0;2024-04-02;2.0;55.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.47417068481445, 8.524547576904297);47.47417068481445;8.524547576904297
Luzernerstrasse 4, 8903 Birmensdorf ZH;1400.0;2.0;46.0;2024-04-02;0.0;46.0;1970.0;;0;;;;;0;;;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.35250473022461, 8.436695098876953);47.35250473022461;8.436695098876953
Bühlstrasse 1, 8125 Zollikerberg;4172.0;3.5;87.0;2024-04-02;4.0;87.0;;;0;;;;;1;;;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.34716796875, 8.606317520141602);47.34716796875;8.606317520141602
Ueberlandstrasse 18, 8953 Dietikon;3270.0;3.5;102.0;2024-04-02;20.0;102.0;2015.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.408870697021484, 8.405828475952148);47.408870697021484;8.405828475952148
Wehntalerstrasse 457, 8046 Zürich;2300.0;3.5;82.0;2024-04-02;4.0;82.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.41599655151367, 8.511880874633789);47.41599655151367;8.511880874633789
8907 Wettswil;3160.0;4.5;120.0;2024-04-02;0.0;120.0;2003.0;2.4;0;;;;;0;;;False;False;True;True;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.33167266845703, 8.475844383239746);47.33167266845703;8.475844383239746
Eichhölzlistrasse 14, 8192 Glattfelden;2470.0;3.5;90.0;2024-04-02;1.0;90.0;2025.0;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.55569076538086, 8.504634857177734);47.55569076538086;8.504634857177734
Räbacher 2, 8143 Stallikon;4200.0;5.0;160.0;2024-04-02;3.0;160.0;1974.0;;0;2024.0;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;(47.34773635864258, 8.480717658996582);47.34773635864258;8.480717658996582
Hasenackerstrasse 14, 8708 Männedorf;1850.0;3.5;75.0;2024-04-02;;75.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.25389862060547, 8.697707176208496);47.25389862060547;8.697707176208496
Zinggenstrasse 11, 8953 Dietikon;2045.0;3.5;;2024-04-02;4.0;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.4029426574707, 8.391304969787598);47.4029426574707;8.391304969787598
Renggerstrasse 19, 8038 Zürich;1950.0;1.5;;2024-04-02;;;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.3461799621582, 8.532380104064941);47.3461799621582;8.532380104064941
Stocklenweg 88, 8706 Meilen;11135.0;6.5;250.0;2024-04-02;0.0;250.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;(47.26986312866211, 8.660907745361328);47.26986312866211;8.660907745361328
Schulhausstrasse 1, 8331 Auslikon;1690.0;2.5;52.0;2024-04-02;2.0;52.0;1800.0;1.9;0;2023.0;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.34404373168945, 8.807269096374512);47.34404373168945;8.807269096374512
Föhrlibuckstrasse 11, 8304 Wallisellen;2250.0;3.0;;2024-04-02;0.0;;;;0;2023.0;;;;0;;;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.4090461730957, 8.604077339172363);47.4090461730957;8.604077339172363
Hofackerstrasse 8, 8157 Dielsdorf;1950.0;4.5;;2024-04-02;2.0;;;;0;2023.0;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.48576354980469, 8.455662727355957);47.48576354980469;8.455662727355957
Glattalstrasse 198, 8153 Rümlang;2617.0;3.5;92.0;2024-04-02;2.0;92.0;;;0;;92.0;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.44997024536133, 8.52972412109375);47.44997024536133;8.52972412109375
Im Grund 2, 8486 Rikon im Tösstal;2032.0;2.5;65.0;2024-04-02;3.0;65.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.448909759521484, 8.79300308227539);47.448909759521484;8.79300308227539
Grubenstrasse 9, 8620 Wetzikon ZH;1650.0;1.0;20.0;2024-04-02;3.0;20.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;(47.31428909301758, 8.796204566955566);47.31428909301758;8.796204566955566
Höslistrasse 8, 8608 Bubikon;2461.0;3.5;;2024-04-02;1.0;;2022.0;;0;;;;;0;;;False;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.2738037109375, 8.82334041595459);47.2738037109375;8.82334041595459
Widacherstrasse 5, 8630 Rüti ZH;2250.0;3.0;111.0;2024-04-02;;111.0;;;0;2023.0;;;;0;;;False;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;(47.2520866394043, 8.85491943359375);47.2520866394043;8.85491943359375
Rindermarkt 6, 8001 Zürich;2390.0;3.5;100.0;2024-04-02;5.0;100.0;;;0;;;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.372276306152344, 8.544264793395996);47.372276306152344;8.544264793395996
Würenloserstrasse 10, 8112 Otelfingen;2232.0;3.5;;2024-04-02;;;;;0;;93.0;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.459049224853516, 8.386404037475586);47.459049224853516;8.386404037475586
Lägernstrasse 16, 8162 Steinmaur;1967.0;4.5;;2024-04-02;0.0;;;;0;;;;;0;;;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.487430572509766, 8.449579238891602);47.487430572509766;8.449579238891602
Zurich, 8001 Zürich;15000.0;4.0;240.0;2024-04-02;;240.0;;;0;;240.0;;;0;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.37282943725586, 8.5497407913208);47.37282943725586;8.5497407913208
Riedgrabenweg 208, 8050 Zürich;6470.0;15.0;365.0;2024-04-02;6.0;365.0;2024.0;;0;;;;;0;;;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.41698455810547, 8.559053421020508);47.41698455810547;8.559053421020508
Wiesentalweg 6, 8542 Wiesendangen;2566.0;3.5;101.0;2024-04-02;1.0;101.0;2018.0;;0;;;;;0;;;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.521366119384766, 8.785722732543945);47.521366119384766;8.785722732543945
Hönggerstrasse 24, 8037 Zürich;2850.0;2.5;63.0;2024-04-02;0.0;63.0;2023.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39155960083008, 8.525900840759277);47.39155960083008;8.525900840759277
Hönggerstrasse 24, 8037 Zürich;2050.0;1.0;34.0;2024-04-02;1.0;34.0;2023.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;(47.39155960083008, 8.525900840759277);47.39155960083008;8.525900840759277
Hönggerstrasse 24, 8037 Zürich;2850.0;2.5;59.0;2024-04-02;1.0;59.0;2023.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39155960083008, 8.525900840759277);47.39155960083008;8.525900840759277
Hönggerstrasse 24, 8037 Zürich;2100.0;1.0;35.0;2024-04-02;3.0;35.0;2023.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39155960083008, 8.525900840759277);47.39155960083008;8.525900840759277
Hönggerstrasse 24, 8037 Zürich;2100.0;1.0;35.0;2024-04-02;4.0;35.0;2023.0;;0;;;;;0;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.39155960083008, 8.525900840759277);47.39155960083008;8.525900840759277
Stadlerstrasse 2, 8182 Hochfelden;1750.0;2.5;57.0;2024-04-02;1.0;57.0;;;0;2019.0;;;;0;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;(47.523475646972656, 8.516398429870605);47.523475646972656;8.516398429870605
